Bytes,3900,3904,3908,3912,3916,3920,3924,3928,3932,3936,3940,3944,3948,3952,3956,3960,3964,3968,3972,3976,3980,3984,3988,3992,3996,4000,4004,4008,4012,4016,4020,4024,4028,4032,4036,4040,4044,4048,4052,4056,4060,4064,4068,4072,4076,4080,4084,4088,4092,4096,4100,4104,4108,4112,4116,4120,4124,4128,4132,4136,4140,4144,4148,4152,4156,4160,4164,4168,4172,4176,4180,4184,4188,4192,4196,4200,4204,4208,4212,4216,4220,4224,4228,4232,4236,4240,4244,4248,4252,4256,4260
RegEff-C - median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloc - mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloc - std_dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloc - min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloc - max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halloc - median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-CM - mean,24.3385,24.2778,24.785,24.3265,25.2849,24.3354,24.3043,24.7507,24.3583,24.2866,24.3202,24.2517,24.366,24.2981,24.2249,24.4044,24.2686,24.3207,24.3763,24.2847,24.2799,24.2735,24.3434,24.2841,24.351,24.2957,24.2971,24.7665,24.2842,24.3197,24.2994,24.3226,24.3353,23.7747,24.3066,24.2854,24.322,24.3008,24.2943,24.3166,24.2885,24.3025,24.2685,24.3013,24.2011,24.2899,24.3114,24.3334,34.0705,28.653,30.1543,28.1888,28.7057,30.1232,29.7627,29.1796,29.1878,28.193,26.3037,28.1144,31.0815,29.1739,28.6846,28.231,27.2556,29.612,29.6565,27.7837,28.2586,33.2755,27.7877,29.7081,28.7632,29.1876,28.7682,29.1732,27.8449,33.9672,27.3188,30.1399,30.5668,31.0796,29.6951,28.1044,30.6668,30.0956,29.6844,31.7059,29.5788,33.561,26.8232
RegEff-CM - std_dev,0.149481,0.2265,3.41012,0.189245,4.54466,0.216163,0.226536,3.40364,0.184958,0.228621,0.212482,0.301701,0.216075,0.234232,0.325156,0.193791,0.257871,0.221929,0.245957,0.239553,0.192729,0.193054,0.260696,0.273201,0.213306,0.167904,0.179282,3.40565,0.240022,0.258148,0.234311,0.20049,0.181334,3.3601,0.209848,0.217603,0.204907,0.151013,0.241516,0.233111,0.244098,0.219778,0.202941,0.218798,0.267591,0.175497,0.232891,0.167963,15.2082,11.312,11.2467,13.6039,10.405,12.105,11.1341,10.7228,10.755,9.91044,7.96649,9.81709,12.5456,11.7357,11.3147,11.1308,9.11078,12.0285,11.0118,9.64643,9.9663,13.2334,9.6595,11.044,10.4115,10.7741,10.3894,11.6263,10.829,13.5157,9.13651,12.1519,12.5224,12.708,13.6876,9.74817,12.4713,12.1935,10.8912,13.0002,10.8632,15.9216,8.70222
RegEff-CM - min,23.7368,23.6539,23.7479,23.7946,23.6682,23.7277,23.7561,23.3698,23.817,23.4636,23.7322,23.2357,23.563,23.8549,23.1715,23.842,23.4612,23.6555,23.7434,23.4796,23.6529,23.8165,23.11,23.3192,23.7849,23.9488,23.6531,23.6465,23.6205,23.6578,23.6622,23.9289,23.9108,0.322432,23.7224,23.7596,23.6891,23.9288,23.5401,23.6516,23.5333,23.7107,23.7293,23.7366,23.209,23.7544,23.6529,23.9284,23.6284,23.7807,24.0331,23.7924,23.9236,24.1118,23.9948,23.846,23.7047,23.8645,23.722,23.6953,23.9764,23.9928,23.7442,23.8175,24.0477,23.8046,24.0572,23.9385,23.8816,24.042,23.74,23.7212,23.7508,23.7174,24.1724,24.067,23.7441,24.1643,24.0066,23.7164,23.9724,23.8843,24.0173,23.9795,24.0095,23.9016,24.0106,23.9364,24.0447,23.9941,23.9184
RegEff-CM - max,24.5693,24.6334,48.5975,24.6065,47.6242,24.6623,24.6104,48.503,24.6851,24.5685,24.6837,24.6915,24.6466,24.9056,24.8027,24.7889,24.8309,24.7764,24.8904,24.8639,24.5234,24.5881,24.7305,24.729,24.7827,24.5592,24.5588,48.5636,24.6157,24.8144,24.6492,24.7311,24.5755,24.6428,24.7173,24.652,24.8391,24.4785,24.7045,24.7737,24.5849,24.8206,24.589,24.669,24.664,24.5287,24.6607,24.5585,95.9779,72.8075,72.8019,94.6794,72.9596,72.8095,72.8563,72.9056,72.8254,72.8,72.8765,72.8227,72.9153,72.8329,72.8113,72.7061,72.8832,72.7883,72.856,72.8076,72.8464,72.8552,72.8559,72.7955,72.7976,72.8212,72.9412,72.8876,72.8724,74.0332,72.8617,72.87,72.9408,72.8121,95.0338,72.9194,72.8634,73.154,72.8947,72.8807,72.7916,97.0654,72.9944
RegEff-CM - median,24.3609,24.3377,24.3652,24.3706,24.4011,24.3913,24.3755,24.3475,24.3899,24.3511,24.3796,24.3813,24.4035,24.3677,24.3549,24.4037,24.3695,24.3772,24.3861,24.3475,24.3453,24.3522,24.4015,24.3547,24.3925,24.3455,24.3515,24.344,24.3565,24.3761,24.3896,24.3699,24.3746,24.3432,24.371,24.3449,24.3623,24.3516,24.3661,24.3678,24.3659,24.3638,24.3393,24.3581,24.3185,24.3457,24.3711,24.3668,24.5866,24.4532,24.5387,24.4594,24.4688,24.5155,24.4797,24.4724,24.4728,24.4387,24.474,24.4589,24.5536,24.4812,24.4907,24.4403,24.4279,24.4151,24.4877,24.4533,24.49,24.5712,24.4474,24.4963,24.5111,24.4591,24.4725,24.5206,24.4938,24.6082,24.4723,24.51,24.4821,24.5019,24.5301,24.4785,24.5043,24.4997,24.6057,24.5606,24.4591,24.5751,24.4556
