Bytes,3900,3904,3908,3912,3916,3920,3924,3928,3932,3936,3940,3944,3948,3952,3956,3960,3964,3968,3972,3976,3980,3984,3988,3992,3996,4000,4004,4008,4012,4016,4020,4024,4028,4032,4036,4040,4044,4048,4052,4056,4060,4064,4068,4072,4076,4080,4084,4088,4092,4096,4100,4104,4108,4112,4116,4120,4124,4128,4132,4136,4140,4144,4148,4152,4156,4160,4164,4168,4172,4176,4180,4184,4188,4192,4196,4200,4204,4208,4212,4216,4220,4224,4228,4232,4236,4240,4244,4248,4252,4256,4260
Ouroboros-C-S - median,5.0639,5.0752,5.05965,5.04125,5.07466,5.06803,5.06806,5.07392,5.06685,5.08019,5.06406,5.06144,5.04861,5.06928,5.06195,5.07901,5.07286,5.05456,5.05818,5.05686,5.06,5.05232,5.06624,5.06704,5.05002,5.06426,5.05648,5.0575,5.04899,5.05443,5.06701,5.06835,5.05571,5.0601,5.06029,5.06259,5.06627,5.06781,5.0727,5.07475,5.05306,5.05936,5.06493,5.08381,5.04509,5.07094,5.06003,5.06861,5.06144,5.05805,9.80342,9.77139,9.82349,9.7863,9.79075,9.77056,9.79891,9.7697,9.76931,9.80157,9.78262,9.78627,9.77024,9.77776,9.79299,9.78,9.78746,9.78112,9.76534,9.77926,9.79958,9.76806,9.78349,9.78397,9.79037,9.74707,9.80208,9.77664,9.78205,9.7879,9.75811,9.77578,9.78381,9.7831,9.77395,9.77072,9.7695,9.77581,9.77331,9.79984,9.77942
RegEff-CF - mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-CF - std_dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-CF - min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-CF - max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-CF - median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-C - mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-C - std_dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-C - min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegEff-C - max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
