Bytes,3900,3904,3908,3912,3916,3920,3924,3928,3932,3936,3940,3944,3948,3952,3956,3960,3964,3968,3972,3976,3980,3984,3988,3992,3996,4000,4004,4008,4012,4016,4020,4024,4028,4032,4036,4040,4044,4048,4052,4056,4060,4064,4068,4072,4076,4080,4084,4088,4092,4096,4100,4104,4108,4112,4116,4120,4124,4128,4132,4136,4140,4144,4148,4152,4156,4160,4164,4168,4172,4176,4180,4184,4188,4192,4196,4200,4204,4208,4212,4216,4220,4224,4228,4232,4236,4240,4244,4248,4252,4256,4260,4264,4268,4272,4276,4280
Ouroboros-P-S - mean,0.081833,0.0652186,0.0728071,0.0645171,0.0651834,0.0700339,0.0631718,0.0636038,0.0656608,0.0652653,0.0683046,0.0658176,0.0630125,0.066137,0.0648128,0.0636813,0.0658048,0.0691232,0.0660563,0.0650375,0.0661043,0.0632583,0.0659802,0.0683558,0.065145,0.0639987,0.0736397,0.0647334,0.0641632,0.0635994,0.0675232,0.0641798,0.0648557,0.0651059,0.0641818,0.0656154,0.0652115,0.0650067,0.0656518,0.0681626,0.0642918,0.0633952,0.0684006,0.0659686,0.0651251,0.0633184,0.0655296,0.0651814,0.0685466,0.0667546,0.105167,0.103252,0.100266,0.102546,0.103248,0.105673,0.103821,0.10234,0.103492,0.108571,0.106232,0.103771,0.10049,0.106965,0.112735,0.104107,0.104461,0.102577,0.102089,0.102826,0.103273,0.103072,0.111307,0.100418,0.102539,0.10335,0.102669,0.10393,0.104404,0.103247,0.101684,0.107428,0.100936,0.104508,0.103847,0.104348,0.103526,0.104237,0.104472,0.102161,0.104447,0.103697,0.104772,0.104085,0.104696,0.102778
Ouroboros-P-S - std_dev,0.491959,0.377974,0.439492,0.376759,0.388199,0.386963,0.369817,0.375424,0.380938,0.379728,0.378961,0.383981,0.377038,0.381073,0.384904,0.379234,0.385098,0.383344,0.379836,0.377198,0.376784,0.371737,0.376551,0.36873,0.381109,0.366907,0.44198,0.379272,0.380007,0.365731,0.382905,0.368748,0.380414,0.380712,0.370573,0.376906,0.380133,0.378933,0.377751,0.383083,0.385051,0.367788,0.382351,0.381948,0.378415,0.363123,0.376666,0.377907,0.369412,0.378666,0.650419,0.646544,0.637949,0.644499,0.647007,0.651968,0.655998,0.637006,0.644511,0.655055,0.654522,0.65418,0.635944,0.657171,0.714028,0.654533,0.638251,0.651335,0.653279,0.646449,0.651979,0.640034,0.664398,0.64065,0.641095,0.644478,0.643758,0.63802,0.653817,0.642252,0.64035,0.641471,0.63716,0.638989,0.654595,0.662094,0.648894,0.648386,0.659669,0.641188,0.648416,0.642273,0.658316,0.651641,0.63926,0.642029
Ouroboros-P-S - min,0.009216,0.008064,0.008064,0.007776,0.008096,0.008064,0.007456,0.006944,0.008096,0.008064,0.008096,0.007488,0.008128,0.00752,0.007296,0.00736,0.007488,0.008192,0.0088,0.008192,0.008736,0.008128,0.00816,0.008096,0.007456,0.008096,0.007488,0.007456,0.007712,0.008096,0.008064,0.008128,0.006816,0.007456,0.008064,0.008128,0.008096,0.008096,0.008128,0.007456,0.007424,0.007904,0.008064,0.008096,0.006368,0.008128,0.007456,0.008128,0.009248,0.00752,0.008896,0.007104,0.008096,0.006624,0.008032,0.008128,0.007648,0.008,0.008128,0.008064,0.008064,0.006624,0.007872,0.008032,0.007776,0.007744,0.008096,0.007264,0.006848,0.007584,0.007264,0.008096,0.009376,0.00704,0.008096,0.008096,0.007424,0.007968,0.008,0.008064,0.008096,0.008128,0.006944,0.008064,0.006336,0.007424,0.008128,0.008096,0.007936,0.007104,0.008704,0.006688,0.008096,0.005888,0.008576,0.00784
Ouroboros-P-S - max,3.52541,2.71094,3.14909,2.70173,2.78253,2.77734,2.65181,2.69146,2.73213,2.7232,2.71606,2.75347,2.70227,2.73331,2.75898,2.71827,2.76141,2.75248,2.7248,2.70525,2.70339,2.66531,2.70166,2.64858,2.73277,2.63226,3.1673,2.7193,2.72416,2.62362,2.74717,2.64531,2.72765,2.72998,2.65808,2.70326,2.72605,2.71741,2.70973,2.74493,2.75958,2.63782,2.74474,2.73946,2.71389,2.60499,2.70138,2.71043,2.65414,2.71702,4.65795,4.62899,4.56589,4.61395,4.63222,4.66918,4.69574,4.56125,4.61494,4.6911,4.68701,4.68298,4.55206,4.70646,5.11078,4.68576,4.57216,4.66189,4.67504,4.6279,4.66707,4.58323,4.76195,4.58496,4.59011,4.61459,4.6089,4.56989,4.68099,4.59882,4.5841,4.59392,4.56102,4.57664,4.68595,4.73898,4.64573,4.64285,4.72211,4.5904,4.64317,4.59942,4.71293,4.6655,4.57853,4.59693
Ouroboros-P-S - median,0.01008,0.00896,0.00896,0.00896,0.00896,0.01392,0.00896,0.008928,0.009152,0.00896,0.00896,0.00896,0.00896,0.00896,0.00896,0.008928,0.00896,0.015296,0.009376,0.008992,0.00928,0.008928,0.009216,0.01392,0.00896,0.009344,0.00896,0.008384,0.00896,0.009024,0.008928,0.009216,0.009184,0.008928,0.00896,0.00896,0.00896,0.00896,0.00896,0.008928,0.008928,0.009024,0.015424,0.008992,0.00896,0.009216,0.008832,0.00896,0.015584,0.008992,0.00928,0.00896,0.008928,0.008928,0.008928,0.008992,0.008928,0.008928,0.00896,0.009152,0.00896,0.008928,0.009216,0.00896,0.00896,0.008928,0.015168,0.008928,0.008928,0.008928,0.00896,0.009056,0.015488,0.008928,0.00896,0.00896,0.008928,0.00896,0.008928,0.008928,0.00896,0.00896,0.008928,0.008928,0.008928,0.00896,0.00896,0.008992,0.00896,0.008928,0.009248,0.008928,0.008992,0.00896,0.009216,0.008992
Ouroboros-P-VA - mean,0.0828096,0.0675059,0.0674214,0.0719149,0.0666771,0.0699309,0.0660576,0.0680493,0.0686995,0.0659059,0.0679315,0.0677888,0.0675891,0.0684679,0.0684941,0.26739,0.0687859,0.0671034,0.0742125,0.0674515,0.0739001,0.0687059,0.0695322,0.0704006,0.290553,0.0696781,0.0678317,0.312646,0.0688736,0.0685875,0.238955,0.0674598,0.0674061,0.0723974,0.068489,0.0674688,0.270758,0.0698598,0.0678278,0.0684621,0.279068,0.0692883,0.261147,0.0706643,0.07216,0.0703616,0.0695245,0.067945,0.0698688,0.271366,0.110257,0.11108,0.107498,0.107872,0.359465,0.107999,0.109809,0.1094,0.219382,0.107369,0.110769,0.264628,0.108094,0.176816,0.108709,0.107497,0.11454,0.10932,0.107052,0.272064,0.108684,0.110001,0.108122,0.325441,0.108946,0.110603,0.10822,0.108696,0.106485,0.108021,0.107354,0.368321,0.109939,0.108193,0.108191,0.107711,0.106452,0.110328,0.108744,0.286685,0.110117,0.107636,0.120243,0.108472,0.106295,0.33153
Ouroboros-P-VA - std_dev,0.484911,0.385533,0.372589,0.384574,0.378915,0.392976,0.378943,0.374306,0.388654,0.378796,0.374715,0.381704,0.374222,0.373613,0.386593,1.78484,0.387521,0.376294,0.389102,0.385537,0.409493,0.386344,0.387713,0.394545,1.95166,0.386302,0.386202,2.08964,0.385542,0.381195,1.5886,0.374438,0.373807,0.395829,0.384351,0.373756,1.81326,0.387409,0.375682,0.379405,1.86978,0.386685,1.7414,0.38755,0.407123,0.393851,0.404985,0.38996,0.387085,1.81574,0.661618,0.687248,0.646335,0.658007,2.42831,0.660258,0.649589,0.65816,1.44881,0.659523,0.6779,1.75944,0.662679,1.15542,0.659088,0.657422,0.70649,0.665062,0.656766,1.82057,0.663525,0.66475,0.659924,2.19527,0.658331,0.661596,0.66141,0.663917,0.645223,0.660828,0.654224,2.45599,0.672093,0.66932,0.658965,0.656961,0.661872,0.668611,0.645998,1.92296,0.655821,0.656219,0.706579,0.663986,0.647527,2.23476
Ouroboros-P-VA - min,0.012192,0.010176,0.010496,0.01056,0.009472,0.010272,0.010688,0.010656,0.009664,0.010496,0.010464,0.010752,0.010624,0.01072,0.010432,0.010528,0.010432,0.01056,0.015232,0.011328,0.010656,0.010944,0.01056,0.010592,0.0104,0.011424,0.011424,0.010688,0.011072,0.010464,0.010688,0.010464,0.01056,0.011296,0.010528,0.010432,0.01056,0.009536,0.010592,0.010624,0.010656,0.01136,0.010528,0.010464,0.010464,0.009152,0.010496,0.010464,0.009824,0.009312,0.01104,0.010496,0.010528,0.011328,0.0112,0.010464,0.010592,0.011168,0.010432,0.010912,0.01056,0.010752,0.010496,0.009856,0.01088,0.010368,0.01072,0.010752,0.011296,0.010528,0.010464,0.010688,0.009024,0.0104,0.011168,0.012352,0.010592,0.011328,0.010624,0.010656,0.010496,0.011392,0.011424,0.010432,0.010464,0.011136,0.010336,0.010336,0.010624,0.01056,0.010848,0.0104,0.012,0.010784,0.011136,0.010624
Ouroboros-P-VA - max,3.47718,2.76621,2.67539,2.76099,2.71904,2.82054,2.71866,2.68797,2.78918,2.71747,2.69078,2.73965,2.68698,2.68298,2.77459,12.7612,2.78138,2.70102,2.79792,2.76621,2.94022,2.77306,2.78342,2.83213,13.9522,2.77354,2.7712,14.9401,2.76758,2.73686,11.3592,2.68838,2.6839,2.84291,2.75888,2.68362,12.9636,2.78157,2.69744,2.72419,13.3676,2.776,12.4509,2.78163,2.92182,2.82714,2.90442,2.79763,2.7793,12.9815,4.74099,4.92179,4.63174,4.71389,17.3576,4.72976,4.65418,4.71632,10.361,4.724,4.85603,12.5807,4.74678,8.26474,4.72224,4.70941,5.0599,4.76458,4.70438,13.016,4.75328,4.76314,4.72749,15.6924,4.71712,4.74176,4.73805,4.75606,4.62298,4.73373,4.68688,17.5603,4.81456,4.79341,4.7208,4.7064,4.73955,4.79053,4.6289,13.7474,4.70016,4.70109,5.06621,4.75632,4.63894,15.9748
