Bytes,3900,3904,3908,3912,3916,3920,3924,3928,3932,3936,3940,3944,3948,3952,3956,3960,3964,3968,3972,3976,3980,3984,3988,3992,3996,4000,4004,4008,4012,4016,4020,4024,4028,4032,4036,4040,4044,4048,4052,4056,4060,4064,4068,4072,4076,4080,4084,4088,4092,4096,4100,4104,4108,4112,4116,4120,4124,4128,4132,4136,4140,4144,4148,4152,4156,4160,4164,4168,4172,4176,4180,4184,4188,4192,4196,4200,4204,4208,4212,4216,4220,4224,4228,4232,4236,4240,4244,4248,4252,4256,4260,4264,4268,4272,4276,4280
Ouroboros-P-VL - mean,0.0208998,0.0206816,0.0214086,0.0211008,0.0209856,0.0213894,0.0212998,0.0208672,0.0208205,0.0208326,0.0203488,0.0211104,0.0205344,0.0213786,0.0206163,0.0207149,0.0216864,0.0209114,0.0207315,0.0210445,0.0208838,0.0208205,0.0212275,0.0209766,0.0209555,0.0213216,0.021264,0.020281,0.0208557,0.021015,0.0207373,0.021056,0.0206797,0.0207654,0.0210579,0.0209306,0.0216397,0.0209632,0.0211827,0.0209235,0.0205574,0.0205248,0.0208134,0.0203866,0.0206362,0.0211731,0.0215187,0.0210259,0.0210662,0.021088,0.0229587,0.0229171,0.023152,0.0235309,0.0234477,0.0229581,0.0227795,0.0234112,0.0234893,0.0230944,0.0225466,0.0231629,0.0232326,0.0232787,0.0234867,0.0230688,0.0235488,0.0232275,0.0231942,0.0231181,0.023353,0.022969,0.0235066,0.0233402,0.0232275,0.023607,0.0234707,0.0229382,0.0231206,0.0236416,0.0234739,0.023248,0.0229146,0.0234266,0.0231411,0.0228192,0.0234253,0.0232525,0.0234426,0.0231162,0.0229562,0.0236755,0.023232,0.0235341,0.0235827,0.0234746
Ouroboros-P-VL - std_dev,0.00145612,0.00153796,0.00145107,0.0014374,0.00191904,0.00154797,0.00192069,0.00158406,0.00132807,0.00152027,0.00157252,0.00166916,0.00146763,0.00140382,0.00156118,0.00165495,0.00159495,0.00138024,0.00158648,0.00160497,0.00127678,0.00183165,0.00187251,0.00165944,0.00152931,0.00159341,0.00157382,0.00144657,0.00152901,0.00131893,0.00156945,0.00180271,0.00151004,0.00148905,0.00152674,0.00140888,0.0013978,0.00147646,0.001662,0.00138607,0.00151238,0.00150356,0.00162624,0.0012986,0.0015174,0.00145546,0.00146781,0.00159828,0.00148722,0.00163702,0.00170684,0.00201599,0.0019123,0.00235255,0.00187641,0.00187695,0.00182354,0.00162062,0.00177904,0.00203045,0.00181712,0.00180898,0.00181758,0.00203555,0.00206172,0.00165721,0.00183988,0.00161017,0.00186514,0.00358724,0.00168425,0.00150027,0.00213487,0.00184652,0.0015978,0.00187329,0.00185238,0.00171094,0.00182162,0.0017284,0.00188976,0.00157767,0.00157445,0.00173924,0.00143209,0.00175405,0.00185997,0.00190732,0.00182163,0.00192022,0.0017978,0.00182381,0.0021087,0.00207113,0.0017799,0.00198568
Ouroboros-P-VL - min,0.015552,0.016896,0.017664,0.01696,0.016992,0.01792,0.018144,0.016832,0.01792,0.017408,0.016352,0.01744,0.01744,0.018336,0.017184,0.017696,0.017472,0.0168,0.017312,0.016608,0.017504,0.017184,0.016384,0.016736,0.018016,0.017728,0.01824,0.016768,0.017344,0.018272,0.01648,0.017056,0.016736,0.016384,0.017696,0.016896,0.018432,0.01776,0.017728,0.018016,0.01712,0.016512,0.016672,0.017216,0.017632,0.017472,0.01904,0.017568,0.01824,0.01776,0.018432,0.018624,0.01744,0.018944,0.019776,0.019264,0.018208,0.02048,0.019136,0.017664,0.01728,0.01936,0.018496,0.018816,0.018592,0.01888,0.02016,0.02016,0.01904,0.019168,0.019904,0.018624,0.018208,0.018368,0.019456,0.01872,0.017696,0.01824,0.017664,0.020448,0.018912,0.019936,0.01936,0.020096,0.020672,0.019424,0.018752,0.018464,0.019776,0.0192,0.019168,0.018656,0.018752,0.017856,0.018944,0.018912
Ouroboros-P-VL - max,0.024256,0.023296,0.024544,0.024096,0.027584,0.024928,0.029728,0.023808,0.023712,0.024096,0.023584,0.025408,0.023392,0.024128,0.02432,0.025376,0.02544,0.024352,0.024512,0.023904,0.023552,0.026112,0.024864,0.024416,0.025152,0.02672,0.024288,0.024224,0.025088,0.025088,0.024928,0.025088,0.02304,0.02448,0.025216,0.024448,0.023808,0.025088,0.0272,0.024032,0.023968,0.023232,0.02432,0.022432,0.024192,0.023552,0.02528,0.02496,0.025632,0.024448,0.025568,0.027936,0.02784,0.029344,0.027168,0.028064,0.025824,0.02688,0.027904,0.028416,0.027904,0.027584,0.026912,0.027872,0.027712,0.026912,0.027168,0.026432,0.028128,0.045888,0.02704,0.025888,0.027776,0.02656,0.026432,0.027616,0.026688,0.02656,0.026464,0.028416,0.027424,0.027392,0.026592,0.027616,0.025984,0.027552,0.026784,0.028544,0.027552,0.02672,0.027072,0.027456,0.027552,0.029152,0.027296,0.028992
Ouroboros-P-VL - median,0.020864,0.020832,0.021344,0.021216,0.020896,0.021376,0.021408,0.020928,0.020992,0.020768,0.020512,0.021152,0.020704,0.021536,0.020576,0.020896,0.021632,0.021248,0.020352,0.021248,0.021088,0.020672,0.02128,0.021344,0.020896,0.021408,0.021376,0.02032,0.020704,0.020992,0.020896,0.021152,0.020832,0.0208,0.02112,0.020736,0.021952,0.020992,0.021024,0.020928,0.020672,0.020448,0.020896,0.020448,0.020896,0.021376,0.021376,0.020992,0.021344,0.020928,0.02336,0.02304,0.02304,0.023424,0.023808,0.02288,0.022816,0.023392,0.023424,0.02304,0.022784,0.022784,0.023168,0.023104,0.023584,0.023232,0.023968,0.023552,0.023232,0.022592,0.02384,0.02336,0.023552,0.02352,0.023584,0.023584,0.023584,0.02288,0.023616,0.023712,0.02368,0.023264,0.022976,0.023104,0.023232,0.022944,0.023648,0.023392,0.023488,0.023232,0.022912,0.023712,0.023296,0.023776,0.024128,0.023424
Ouroboros-C-S - mean,0.0353261,0.035433,0.0355443,0.0365421,0.0368736,0.0367494,0.036697,0.0363373,0.0362362,0.0369395,0.0373555,0.0367706,0.036183,0.0368115,0.0367686,0.0353722,0.0373786,0.0353984,0.035008,0.0368787,0.0354042,0.0356627,0.0373939,0.0365498,0.036567,0.036688,0.0354285,0.0354746,0.0355354,0.0367667,0.0355706,0.0362854,0.0353581,0.0351334,0.0352237,0.0373824,0.0366259,0.0354496,0.0365984,0.0366522,0.0367053,0.0367469,0.0366086,0.0366413,0.0365523,0.035392,0.0355277,0.0372218,0.035129,0.0368083,0.0527059,0.0520282,0.0503731,0.050535,0.0515571,0.0525242,0.0525766,0.0508749,0.0527021,0.0528102,0.050423,0.0509414,0.0527123,0.0516525,0.0541408,0.0535059,0.0520237,0.0506912,0.0531514,0.0505907,0.0527258,0.0528256,0.0520915,0.0511078,0.0507987,0.0509517,0.0530598,0.0511354,0.0529478,0.0536986,0.0518131,0.0529645,0.0530598,0.0528474,0.0532557,0.0504038,0.053511,0.053447,0.0527046,0.0505382,0.0527059,0.0522829,0.0521376,0.0524179,0.0526586,0.0529363
Ouroboros-C-S - std_dev,0.00071624,0.000613901,0.000795933,0.000701593,0.000746067,0.000631628,0.000694785,0.000721817,0.000710973,0.000844915,0.000765884,0.000617487,0.00081333,0.00067567,0.000661386,0.000676219,0.000694063,0.000586045,0.000781691,0.0006699,0.000641531,0.000660603,0.00120782,0.000715304,0.000759042,0.000680216,0.000752538,0.000632276,0.000630919,0.000730945,0.000731481,0.000596775,0.000571338,0.000597736,0.000547931,0.000789849,0.000726228,0.000700062,0.00064167,0.000590082,0.000659479,0.000591459,0.000646954,0.000675191,0.000785737,0.000895657,0.000574346,0.000898094,0.000829591,0.000633658,0.00105054,0.000985218,0.000973439,0.00090533,0.00111656,0.000907332,0.00088659,0.000859803,0.000644732,0.000873065,0.00120541,0.00084869,0.000814104,0.0010097,0.000830479,0.000974764,0.00100063,0.00114594,0.00124994,0.00074899,0.00105882,0.000812271,0.000928,0.000817113,0.00084529,0.000851646,0.000852153,0.000802951,0.000893319,0.0010453,0.00116563,0.00104913,0.000848057,0.00102258,0.000898022,0.000763926,0.00109911,0.000844564,0.00125464,0.0009316,0.000900546,0.000833534,0.000837477,0.0010845,0.000826668,0.000908998
Ouroboros-C-S - min,0.033856,0.034016,0.034144,0.034976,0.035072,0.035104,0.03504,0.034432,0.034624,0.034976,0.03568,0.035648,0.033888,0.03568,0.035136,0.033824,0.036,0.034368,0.033728,0.035232,0.034208,0.03408,0.03536,0.034816,0.034592,0.034912,0.033056,0.034016,0.034208,0.03552,0.034208,0.03472,0.034112,0.03376,0.034272,0.036032,0.034976,0.033984,0.035136,0.035488,0.035296,0.03536,0.03488,0.03488,0.03472,0.03344,0.034144,0.035136,0.032992,0.035392,0.049216,0.04848,0.047488,0.048608,0.048,0.05088,0.050912,0.049184,0.050592,0.051104,0.048576,0.04896,0.051296,0.049568,0.051776,0.05056,0.049728,0.048704,0.050976,0.048992,0.050112,0.050816,0.048352,0.048416,0.048992,0.049216,0.051328,0.048448,0.050304,0.051296,0.04912,0.050656,0.051584,0.05088,0.051392,0.048736,0.050688,0.051808,0.04896,0.048288,0.050912,0.05024,0.050432,0.048064,0.05072,0.050464
Ouroboros-C-S - max,0.0368,0.036736,0.037472,0.03856,0.038688,0.038112,0.037856,0.038848,0.0384,0.038912,0.03888,0.038432,0.037856,0.0384,0.03792,0.0368,0.038816,0.036704,0.036832,0.037984,0.03712,0.036992,0.04352,0.037856,0.037984,0.038208,0.037216,0.036896,0.036832,0.038368,0.03824,0.037536,0.036864,0.036416,0.03632,0.039424,0.038016,0.037088,0.038112,0.037728,0.03792,0.038368,0.038272,0.037792,0.03808,0.037408,0.036672,0.038688,0.036384,0.03808,0.054688,0.05424,0.052672,0.052736,0.05472,0.054464,0.054176,0.052608,0.054528,0.054592,0.053632,0.053472,0.055168,0.053984,0.05552,0.055392,0.054208,0.055616,0.05792,0.052064,0.054848,0.054464,0.054144,0.053184,0.052928,0.05296,0.054784,0.052512,0.054368,0.056,0.053728,0.05696,0.054656,0.055488,0.05536,0.051744,0.055776,0.055168,0.055744,0.052384,0.05472,0.054656,0.05392,0.054048,0.054272,0.054272
